ISO	SOV	SVO	OSV	OVS	VSO	VOS	MAX	WALS
ncl	5	15	1	1	4	7	SVO	SVO
ncu	7	29	6	0	5	1	SVO	_
ndo	53	98	11	1	0	4	SVO	SVO
ndz	0	11	1	0	0	0	SVO	_
neb	6	0	0	0	1	0	SOV	_
nfr	48	13	9	4	0	1	SOV	_
ngu	19	78	17	4	12	7	SVO	_
nhe	9	37	5	4	5	2	SVO	VSO
nhg	10	37	2	3	8	2	SVO	SVO
nhi	10	53	9	0	6	3	SVO	_
nhu	7	74	9	1	2	6	SVO	SVO
nhw	14	43	3	2	5	4	SVO	_
nhy	13	42	4	4	1	0	SVO	_
nia	4	27	1	7	11	26	SVO	VOS
nii	8	3	1	0	0	0	SOV	_
nij	10	91	5	5	5	6	SVO	_
nim	4	47	2	1	5	2	SVO	_
nin	12	65	0	0	1	5	SVO	_
njm	115	4	2	4	4	0	SOV	SOV
nko	14	17	5	0	3	9	SVO	SVO
nlc	23	3	1	0	0	0	SOV	_
nld	1066	702	135	33	212	13	SOV	No dominant order
nnh	11	66	1	2	3	2	SVO	_
nno	9	369	28	5	92	5	SVO	_
nnw	2	26	0	0	1	0	SVO	_
noa	12	7	2	3	2	1	SOV	_
nob	12	640	36	8	106	7	SVO	SVO
nop	31	13	7	12	5	1	SOV	_
nor	3	325	18	3	53	4	SVO	_
not	0	8	2	2	5	3	SVO	_
nou	61	11	6	16	8	2	SOV	_
npl	10	39	7	2	4	4	SVO	_
npy	8	25	1	5	7	3	SVO	_
nsn	7	60	1	2	7	7	SVO	SVO
nso	41	113	10	5	4	10	SVO	SVO
ntp	10	44	8	7	23	13	SVO	VSO
ntr	6	50	5	0	7	7	SVO	_
nus	102	45	9	3	8	6	SOV	No dominant order
nvm	29	14	7	3	3	3	SOV	_
nwi	8	34	8	1	1	2	SVO	_
nya	10	161	17	7	5	11	SVO	SVO
nyf	2	45	5	1	4	7	SVO	_
nyn	6	45	6	0	2	3	SVO	SVO
nyo	7	40	1	2	2	1	SVO	SVO
nyy	7	46	8	1	4	5	SVO	_
obo	8	49	8	2	1	2	SVO	_
ojs	8	17	5	5	9	1	SVO	_
okv	45	18	14	26	7	4	SOV	SOV
old	9	50	6	4	4	6	SVO	SVO
omw	29	6	7	2	3	1	SOV	_
ong	8	29	6	2	4	2	SVO	SVO
ood	35	48	16	4	16	7	SVO	SOV
opm	22	11	9	14	7	1	SOV	SOV
oss	50	44	20	9	2	6	SOV	SOV
ote	11	37	5	2	3	2	SVO	VOS
otm	4	24	1	3	1	2	SVO	_
otn	4	12	5	2	4	2	SVO	_
otq	7	28	4	4	2	4	SVO	_
ots	3	8	3	2	3	2	SVO	_
ozm	6	25	1	0	0	4	SVO	_
pab	18	31	4	8	8	5	SVO	_
pad	7	7	1	2	2	1	SOV	SVO
pag	6	21	2	4	73	15	VSO	VSO
pah	6	10	1	2	2	0	SVO	_
pam	4	38	6	11	65	25	VSO	_
pao	50	12	5	4	3	2	SOV	SOV
pap	22	21	10	2	5	4	SOV	_
pbb	37	7	7	18	4	1	SOV	SOV
pbc	37	7	3	29	1	2	SOV	_
pbi	5	9	1	8	21	6	VSO	VSO
pcm	8	145	11	3	1	3	SVO	_
pdt	105	78	12	3	50	0	SOV	_
pes	155	15	17	55	8	8	SOV	SOV
pib	2	27	2	1	2	3	SVO	SOV
pio	6	11	4	1	1	0	SVO	_
pir	17	4	5	8	2	1	SOV	_
pis	3	51	1	0	1	0	SVO	_
pkb	6	27	2	2	3	1	SVO	_
plg	1	20	0	8	1	6	SVO	SVO
pls	6	45	1	5	13	3	SVO	_
plt	3	133	1	3	9	84	SVO	VOS
pmf	14	66	6	4	17	10	SVO	_
pne	4	49	3	2	7	7	SVO	_
pob	2	10	2	4	1	4	SVO	_
poe	4	33	6	5	19	8	SVO	_
poh	8	31	4	5	3	8	SVO	_
poi	9	35	0	2	3	7	SVO	SVO
pol	206	324	65	34	43	51	SVO	SVO
por	339	612	89	22	71	44	SVO	SVO
ppk	3	30	1	3	5	2	SVO	_
ppo	17	3	6	3	2	0	SOV	SOV
prf	4	34	4	11	60	15	VSO	_
pri	0	32	3	0	1	5	SVO	_
prk	8	141	5	5	13	2	SVO	_
prs	174	18	19	55	6	6	SOV	_
pse	6	90	3	4	1	1	SVO	_
ptp	9	52	5	1	1	2	SVO	SVO
ptu	10	25	1	3	10	6	SVO	_
pwg	50	20	21	5	5	4	SOV	SOV
qej	11	5	7	6	2	2	SOV	_
qub	37	10	13	6	5	3	SOV	_
quc	10	43	4	7	8	11	SVO	_
quf	18	5	0	1	2	0	SOV	_
qug	30	1	4	3	0	0	SOV	_
quh	44	6	3	1	2	0	SOV	_
quj	3	21	0	4	2	7	SVO	_
qul	43	2	8	2	1	0	SOV	_
qup	26	12	2	3	3	0	SOV	_
qut	8	26	2	3	5	4	SVO	_
quw	98	3	5	4	0	0	SOV	_
quy	40	22	10	7	7	1	SOV	_
quz	45	6	2	5	1	1	SOV	_
qvc	10	1	5	0	0	1	SOV	_
qve	28	4	3	2	2	0	SOV	_
qvh	9	2	6	3	1	2	SOV	SOV
qvi	9	0	3	4	0	0	SOV	SOV
qvm	10	11	10	2	2	3	SVO	_
qvn	8	7	1	2	2	0	SOV	_
qvo	55	2	5	4	3	2	SOV	_
qvs	28	11	7	10	3	3	SOV	_
qvw	14	8	5	2	7	5	SOV	_
qvz	54	2	12	13	3	1	SOV	_
qwh	15	4	8	2	5	0	SOV	_
qxh	11	0	4	0	2	0	SOV	_
qxn	17	3	4	5	2	2	SOV	_
qxo	13	5	7	7	3	3	SOV	_
qxr	28	3	4	5	1	1	SOV	_
rai	1	66	3	0	2	2	SVO	_
rim	9	62	4	2	3	6	SVO	SVO
rkb	13	3	1	3	2	2	SOV	SOV
rmo	11	38	6	0	15	0	SVO	_
rmy	21	224	8	7	20	22	SVO	_
ron	42	135	10	14	7	3	SVO	SVO
roo	19	4	2	2	1	2	SOV	_
rop	4	42	6	1	6	2	SVO	_
rro	75	16	7	12	6	1	SOV	_
run	4	39	6	0	3	5	SVO	_
rus	39	476	61	23	47	24	SVO	SVO
rwo	28	0	0	1	0	0	SOV	SOV
sab	2	4	3	0	0	1	SVO	_
sag	4	74	2	0	1	3	SVO	SVO
sas	5	96	5	2	7	3	SVO	_
sba	31	108	15	3	5	5	SVO	SVO
sbd	47	9	1	2	5	0	SOV	_
sbl	8	42	1	18	38	11	SVO	_
sda	2	38	3	7	26	12	SVO	_
sey	25	6	11	5	1	1	SOV	_
sgb	3	16	1	3	22	5	VSO	_
sgw	73	18	12	14	6	3	SOV	SOV
sgz	5	51	9	0	3	3	SVO	_
shi	1	14	0	0	12	3	SVO	No dominant order
shk	8	37	1	22	3	10	SVO	SVO
shp	28	6	11	1	3	2	SOV	SOV
shu	7	81	6	0	2	7	SVO	_
sig	5	19	4	2	0	4	SVO	_
sil	12	35	7	0	3	5	SVO	_
sim	15	7	13	5	3	2	SOV	_
sja	41	11	2	4	2	1	SOV	SOV
sld	15	40	0	2	4	2	SVO	SVO
slk	56	105	24	9	20	6	SVO	_
sll	14	2	4	5	1	1	SOV	SOV
slv	51	68	30	8	23	9	SVO	SVO
sme	7	218	25	2	1	3	SVO	SVO
smk	4	19	3	6	47	15	VSO	_
sml	5	12	3	9	21	11	VSO	_
smo	0	9	0	2	11	5	VSO	No dominant order
sna	5	67	2	1	3	8	SVO	SVO
snc	39	4	9	3	0	0	SOV	SOV
snd	191	13	17	13	7	11	SOV	_
snn	6	0	0	6	1	0	SOV	_
snp	76	19	21	32	13	9	SOV	SOV
sny	25	2	1	0	0	0	SOV	_
som	101	65	20	5	2	1	SOV	SOV
soq	46	6	7	5	2	0	SOV	_
soy	86	19	14	9	2	6	SOV	_
spa	283	562	89	84	99	41	SVO	SVO
spp	22	9	2	6	2	1	SOV	SOV
sps	3	80	2	5	5	5	SVO	SVO
spy	8	7	4	1	3	3	SOV	_
sri	18	0	1	1	1	2	SOV	_
srm	1	17	1	0	1	1	SVO	_
srn	5	79	11	0	4	1	SVO	_
srp	73	120	35	5	13	8	SVO	_
srq	7	4	3	2	0	1	SOV	SOV
ssd	61	17	17	10	2	0	SOV	SOV
ssg	8	70	8	1	0	4	SVO	_
sso	42	169	19	3	4	14	SVO	_
ssw	2	21	0	1	3	0	SVO	No dominant order
ssx	0	0	0	1	0	0	OVS	_
stn	14	54	8	1	7	1	SVO	_
stp	2	6	3	5	3	1	SVO	_
sua	1	11	0	0	5	2	SVO	SVO
sue	58	10	5	9	3	3	SOV	SOV
suk	0	12	0	1	3	1	SVO	SVO
sun	5	44	12	4	1	6	SVO	SVO
sur	3	85	6	0	2	1	SVO	SVO
sus	64	18	2	1	0	2	SOV	SOV
swe	96	1395	102	22	272	35	SVO	SVO
swg	106	93	19	3	33	8	SOV	_
swh	9	41	6	1	5	10	SVO	SVO
swk	8	59	0	1	12	2	SVO	_
swp	36	12	49	4	0	2	OSV	_
sxb	15	49	8	0	8	14	SVO	_
sxn	13	90	5	3	2	3	SVO	_
szb	35	8	3	5	1	1	SOV	_
tab	64	3	5	10	1	0	SOV	_
tac	2	2	0	1	0	0	SOV	SOV
taq	3	7	3	3	7	5	SVO	VSO
tar	9	35	2	2	1	1	SVO	SOV
tat	96	1	4	10	1	1	SOV	SOV
tav	5	2	2	3	1	1	SOV	_
tbc	55	5	8	4	3	1	SOV	SOV
tbg	39	8	5	1	4	1	SOV	SOV
tbo	21	13	37	9	4	3	OSV	SOV
tby	1	3	0	0	0	0	SVO	_
tbz	37	77	2	1	4	5	SVO	_
tca	15	19	4	4	8	1	SVO	No dominant order
tcc	8	34	2	5	18	8	SVO	_
tcw	11	3	3	10	3	2	SOV	_
tcz	46	4	5	17	4	3	SOV	_
tee	8	28	4	2	9	5	SVO	No dominant order
tem	3	254	18	0	0	4	SVO	SVO
teo	4	59	2	2	53	12	SVO	VSO
ter	3	3	2	0	5	7	VOS	_
tfr	8	1	5	8	1	4	SOV	SOV
tgk	66	5	10	12	0	0	SOV	SOV
tgl	12	103	14	31	212	40	VSO	VSO
tgp	15	94	6	0	4	4	SVO	_
thk	10	33	4	2	6	5	SVO	_
tih	6	44	2	6	51	8	VSO	VSO
tik	14	31	2	1	2	0	SVO	No dominant order
tim	32	12	6	14	9	5	SOV	_
tir	66	14	9	34	7	3	SOV	SOV
tku	7	39	7	3	1	6	SVO	_
tlb	6	52	4	0	10	5	SVO	SOV
tlf	6	2	2	3	0	0	SOV	SOV
tna	34	7	10	3	2	1	SOV	No dominant order
tob	10	18	3	2	0	1	SVO	No dominant order
toc	9	21	2	1	6	5	SVO	_
toh	42	76	4	4	0	2	SVO	_
toj	3	8	2	0	1	2	SVO	_
too	5	40	4	3	1	5	SVO	SVO
top	11	30	6	4	5	2	SVO	_
tos	6	19	4	2	5	4	SVO	_
tot	9	43	10	5	3	8	SVO	_
tpi	2	50	3	0	1	2	SVO	_
tpm	6	50	5	1	1	2	SVO	_
tpt	14	30	5	1	5	7	SVO	SVO
tpz	5	33	4	1	4	1	SVO	_
trc	0	4	0	0	10	2	VSO	VSO
trn	6	38	6	3	7	9	SVO	_
trq	1	15	0	3	15	5	SVO	_
tsn	26	77	6	1	2	2	SVO	_
tso	36	88	3	4	2	2	SVO	_
tsw	9	72	8	0	3	5	SVO	_
tsz	43	14	16	4	1	1	SOV	SVO
ttc	10	51	5	7	4	12	SVO	_
tte	35	8	6	7	9	9	SOV	_
tuc	8	41	5	0	1	4	SVO	_
tue	29	3	3	3	0	0	SOV	SOV
tuf	16	1	2	0	2	0	SOV	_
tum	8	86	6	4	1	9	SVO	_
tuo	19	4	1	3	4	1	SOV	_
twi	21	39	4	1	0	5	SVO	_
twu	5	47	2	2	2	0	SVO	_
txu	6	4	6	1	1	3	SOV	SOV
tyv	150	9	21	61	0	3	SOV	SOV
tzj	21	75	11	5	14	11	SVO	No dominant order
tzo	15	62	9	5	18	16	SVO	_
ubr	66	15	7	3	1	0	SOV	_
udu	14	138	2	4	4	2	SVO	_
uig	152	10	14	31	12	5	SOV	SOV
ukr	52	140	25	16	46	19	SVO	SVO
upv	9	43	3	2	1	9	SVO	_
ura	7	0	1	5	1	1	SOV	OVS
urb	2	2	4	1	1	0	OSV	SOV
usa	30	14	9	6	5	4	SOV	SOV
usp	11	42	5	5	4	9	SVO	_
uvl	6	73	7	0	4	3	SVO	_
uzb	78	2	6	11	2	2	SOV	_
vag	14	52	8	1	3	4	SVO	_
ven	32	68	10	3	5	2	SVO	SVO
vie	9	264	10	0	10	7	SVO	SVO
viv	40	5	8	4	2	0	SOV	SOV
vmy	9	45	5	7	10	6	SVO	_
vun	2	43	4	1	1	5	SVO	_
waj	49	15	7	4	5	3	SOV	_
wal	105	6	17	4	0	0	SOV	SOV
wap	7	26	1	2	2	1	SVO	_
war	3	31	5	1	79	23	VSO	_
way	4	2	2	12	2	3	OVS	_
wbm	8	132	4	5	11	2	SVO	_
wca	2	2	0	0	0	0	SOV	_
wer	73	17	22	11	4	3	SOV	_
wim	7	9	2	0	1	0	SVO	SOV
wiu	40	12	14	21	1	7	SOV	_
wmw	9	53	1	0	3	5	SVO	_
wnc	30	13	7	8	10	2	SOV	_
wnu	28	13	7	14	3	3	SOV	SOV
wob	2	3	0	0	1	0	SVO	_
wol	25	92	11	1	13	5	SVO	SVO
wos	25	8	5	5	5	0	SOV	SOV
wrs	11	13	2	0	1	0	SVO	_
wuv	4	111	7	3	2	12	SVO	_
wwa	33	48	1	0	0	4	SVO	SVO
xal	69	4	9	5	4	1	SOV	_
xav	0	0	1	1	0	0	OSV	_
xbr	1	11	1	0	1	7	SVO	_
xho	1	22	0	1	0	6	SVO	SVO
xkl	6	76	3	1	9	6	SVO	_
xla	40	7	4	6	3	2	SOV	_
xon	15	141	0	8	2	19	SVO	_
xrb	22	4	3	1	0	0	SOV	_
xsi	6	22	4	0	2	1	SVO	SVO
xsm	7	29	2	1	1	1	SVO	SVO
xsu	3	1	0	0	1	0	SOV	SOV
xtd	4	9	1	3	11	5	VSO	_
xtm	1	8	1	2	16	2	VSO	_
yaa	21	9	5	0	4	3	SOV	SOV
yad	0	22	0	2	10	2	SVO	No dominant order
yal	82	11	2	4	3	0	SOV	_
yam	11	47	6	2	6	5	SVO	_
yan	44	5	5	9	1	1	SOV	_
yaq	13	2	7	3	0	1	SOV	SOV
yby	58	9	14	22	6	6	SOV	_
ycn	7	9	1	0	0	2	SVO	SVO
yle	5	0	4	1	0	1	SOV	SOV
yli	49	12	9	22	10	10	SOV	_
yon	38	9	8	8	1	3	SOV	SOV
yor	12	181	16	1	1	3	SVO	SVO
yss	97	6	4	5	1	1	SOV	_
yua	8	84	10	12	4	5	SVO	_
yuj	39	2	7	4	0	0	SOV	SOV
yut	37	11	4	18	2	1	SOV	_
yuw	41	12	3	4	2	0	SOV	_
yuz	2	8	0	0	2	1	SVO	_
yva	24	16	4	1	2	4	SOV	_
zab	8	41	4	3	24	4	SVO	_
zac	5	23	2	2	20	9	SVO	_
zad	12	25	3	3	13	8	SVO	_
zai	3	21	1	9	33	8	VSO	VSO
zam	0	6	1	2	2	1	SVO	_
zao	2	22	0	2	12	4	SVO	_
zar	6	22	3	3	14	6	SVO	_
zas	5	41	0	4	26	11	SVO	_
zat	11	32	1	1	8	8	SVO	_
zav	3	27	1	4	17	4	SVO	_
zaw	4	25	1	5	19	5	SVO	VSO
zca	0	6	0	1	16	1	VSO	_
zia	48	11	12	13	4	9	SOV	_
zlm	12	435	25	16	74	14	SVO	_
zom	67	5	32	21	3	0	SOV	_
zos	8	29	1	3	5	2	SVO	_
zpc	6	11	2	3	14	3	VSO	_
zpi	1	8	2	3	37	4	VSO	_
zpl	6	34	0	1	27	6	SVO	_
zpm	1	9	1	0	8	2	SVO	_
zpo	2	18	0	4	12	5	SVO	_
zpq	3	21	6	1	8	6	SVO	VSO
zpu	4	14	1	2	17	5	VSO	_
zpv	5	15	1	5	13	10	SVO	_
zpz	1	15	4	5	12	4	SVO	_
zsr	2	12	0	2	5	20	VOS	_
ztq	4	46	5	9	20	7	SVO	_
zty	4	18	4	0	8	9	SVO	_
zul	1	34	2	1	5	2	SVO	SVO
